Plan;Medicamento;Presentacion;Laboratorio;Familia;Principio_Activo;Receta;Porcentaje_Cobertura;Es_Cronica;Enfermedad;Requiere_Empadronamiento
SC50, SC100, SC150;PTA;2 mg comp.x 60;SIDUS S.A.;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;ALPRAZOLAM DENVER FARMA;2 mg comp.x 60;DENVER FARMA S.A.;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BECEDE 2;2 mg comp.x 60;VANNIER S.A.;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;ROSPAZ;2 mg comp.x 60;ROSPAW;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;CALLPAX;2 mg comp.x 60;HLB PHARMA;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRANQUINAL;2 mg comp.x 60;BAGO S.A.;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRANQUINAL;2 mg comp.x 100;BAGO S.A.;ANSIOLÍTICO;ALPRAZOLAM;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;MYLANTA SIMPLE;liq.x 160 ml;PHOENIX-ELEA;ANTIÁCIDO;ALUMINIO,HIDR.+MAGNESIO,HIDR.;VENTA BAJO RECETA;40;NO;;NO
SC50, SC100, SC150;MEGATRIC;susp.x 175 ml;HLB PHARMA;ANTIÁCIDO;ALUMINIO,HIDR.+MAGNESIO,HIDR.;VENTA BAJO RECETA;40;NO;;NO
SC50, SC100, SC150;IPSILON;2 g iny.a.x 10;SIEGFRIED S.A.;ANTIHEMORRÁGICO;AMINOCAPROICO,ÁC.;VENTA BAJO RECETA;40;NO;;NO
SC50, SC100, SC150;TRYPTALGIN;10 mg comp.rec.x 30;CRAVERI S.A.I.C.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FIORDA;25 mg comp.rec.x 14;LAFEDAR;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FIORDA;25 mg comp.rec.x 28;LAFEDAR;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRYPTALGIN;25 mg comp.rec.x 30;CRAVERI S.A.I.C.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FIORDA;25 mg comp.rec.x 30;LAFEDAR;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMITRIPTILINA LUAR;25 mg comp.rec.x 50;QUIMICA LUAR S.R.L.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRYPTANOL;25 mg comp.x 30;BAGO S.A.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMIPTRIL;25 mg comp.x 30;ROSPAW;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMITRIPTILINA CEVALLOS;25 mg comp.x 50;CEVALLOS;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRYPTANOL;25 mg comp.x 100;BAGO S.A.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRYPTALGIN;75 mg comp.rec.x 30;CRAVERI S.A.I.C.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;SINEQUAN;75 mg comp.rec.x 30;LAFEDAR;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRYPTANOL;75 mg comp.x 30;BAGO S.A.;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMITRIPTILINA CEVALLOS;75 mg comp.x 30;CEVALLOS;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMIPTRIL;75 mg comp.x 30;ROSPAW;ANTIDEPRESIVO;AMITRIPTILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM;1 g comp.rec.x 8;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM;1 g comp.rec.x 16;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;1 g comp.x 8;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXIDAL;1 g comp.x 16;ROEMMERS;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;1 g comp.x 16;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXIDAL;1 g iny.x 1 dosis;ROEMMERS;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;250 mg jbe.x 60 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;250 mg jbe.x 90 ml;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;250 mg jbe.x 90 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRIFAMOX;250 mg jbe.x 120 ml;BAGO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;250 mg jbe.x 120 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;250 mg pvo.p/susp.x 90ml;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;250 mg pvo.p/susp.x120ml;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;250 mg susp.ext.x 90 ml;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA SANT GALL FRIBURG;250 mg susp.ext.x 90 ml;SANT GALL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXI 250 MAR;250 mg susp.ext.x 105 ml;MAR S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOX-G;250 mg susp.oral x 90 ml;KLONAL S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM;250 mg susp.ped.x 90 ml;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOLABSA 250;250 mg susp.x 90 ml;LABSA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;500 mg comp.ran.x 16;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM;500 mg comp.rec.x 8;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FABAMOX;500 mg comp.rec.x 8;SAVANT GENER;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TELMOX;500 mg comp.rec.x 16;SANDOZ S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;ELGYMOX;500 mg comp.rec.x 16;SIDUS S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM;500 mg comp.rec.x 16;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXIDAL;500 mg comp.rec.x 16;ROEMMERS;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FABAMOX;500 mg comp.rec.x 16;SAVANT GENER;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXIDAL;500 mg comp.rec.x 21;ROEMMERS;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FABAMOX;500 mg comp.rec.x 21;SAVANT GENER;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;500 mg comp.x 8;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;500 mg comp.x 8;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMIXEN;500 mg comp.x 8;LABORATORIOS BERNABO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXITENK;500 mg comp.x 8;BIOTENK S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;500 mg comp.x 8;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;CLIACIL;500 mg comp.x 8;RONNET LABORATOIRES S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL;500 mg comp.x 8;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXOL 500;500 mg comp.x 10;MEDISOL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRIFAMOX;500 mg comp.x 16;BAGO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA SANT GALL FRIBURG;500 mg comp.x 16;SANT GALL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOLABSA 500;500 mg comp.x 16;LABSA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXIFARMA;500 mg comp.x 16;HLB PHARMA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOXILINA;500 mg comp.x 16;BIOSINTEX RETAIL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;500 mg comp.x 16;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;CLIACIL;500 mg comp.x 16;RONNET LABORATOIRES S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;500 mg comp.x 16;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMIXEN;500 mg comp.x 16;LABORATORIOS BERNABO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXITENK;500 mg comp.x 16;BIOTENK S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;500 mg comp.x 16;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL;500 mg comp.x 16;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXI 500 MAR;500 mg comp.x 21;MAR S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXOL 500;500 mg comp.x 21;PABLO CASSARA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOX-G;500 mg comp.x 21;KLONAL S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRIFAMOX;500 mg comp.x 21;BAGO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;500 mg comp.x 21;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMIXEN;500 mg comp.x 21;LABORATORIOS BERNABO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;500 mg comp.x 21;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL;500 mg comp.x 21;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;500 mg jbe.x 60 ml;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;500 mg jbe.x 60 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;500 mg jbe.x 90 ml;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;500 mg jbe.x 90 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRIFAMOX;500 mg jbe.x 120 ml;BAGO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;500 mg jbe.x 120 ml;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR;500 mg jbe.x 120 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;500 mg pvo.p/susp.x 60ml;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;500 mg pvo.p/susp.x 90ml;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET;500 mg pvo.p/susp.x120ml;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;500 mg susp.ext.x 60 ml;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA SANT GALL FRIBURG;500 mg susp.ext.x 90 ml;SANT GALL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;500 mg susp.ext.x 90 ml;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXI 500 MAR;500 mg susp.ext.x 105 ml;MAR S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;500 mg susp.ext.x 120 ml;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXI 500 MAR;500 mg susp.ext.x 150 ml;MAR S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOX-G;500 mg susp.oral x 90 ml;KLONAL S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM;500 mg susp.ped.x 90 ml;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXITRAL;500 mg susp.x 90 ml;LEPETIT PHARMA SA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOLABSA 500;500 mg susp.x 90 ml;LABSA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL;500 mg susp.x 90 ml;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TELMOX;500 mg susp.x 100 ml;SANDOZ S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL;500 mg susp.x 120 ml;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FABAMOX;500 mg/5 ml susp.x 90 ml;SAVANT GENER;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOXILINA;500mg/5ml susp.x 90 ml;BIOSINTEX RETAIL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMIXEN;750 mg comp.x 16;LABORATORIOS BERNABO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR DUO;750 mg jbe.x 70 ml;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET DUO;750 mg pvo.p/susp.x 70ml;RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL DUO;750 mg susp.x 70 ml;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOLABSA DUO;750 mg susp.x 70 ml;LABSA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL DUO;750 mg susp.x 70 ml;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL DUO;750 mg susp.x 120 ml;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOXILINA DUO;750 mg/5 ml susp.x 70 ml;BIOSINTEX RETAIL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOX-G DUO;750 mg/5 ml x 70 ml;KLONAL S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXI DUO MAR;875 mg comp. x 14;MAR S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;NOBACTAM DUO;875 mg comp.rec.x 14;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOXILINA DUO;875 mg comp.rec.x 14;BIOSINTEX RETAIL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;FABAMOX PLUS;875 mg comp.rec.x 14;SAVANT GENER;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;ELGYMOX DUO;875 mg comp.rec.x 16;SIDUS S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXOL DUO;875 mg comp.x 10;PABLO CASSARA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRIFAMOX DUO;875 mg comp.x 14;BAGO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL DUO;875 mg comp.x 14;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA FECOFAR DUO;875 mg comp.x 14;FECOFAR COOP. LTDA.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOLABSA DUO;875 mg comp.x 14;LABSA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;GRINSIL DUO;875 mg comp.x 14;SIEGFRIED S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXOL DUO;875 mg comp.x 14;PABLO CASSARA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA RICHET DUO;875 mg comp.x 14 (TRZB);RICHET S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOX-G DUO;875 mg comp.x 16;KLONAL S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;1000 mg comp.x 8;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;1000 mg comp.x 8;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;CLIACIL 1000;1000 mg comp.x 8;RONNET LABORATOIRES S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXIFARMA;1000 mg comp.x 8;HLB PHARMA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXOL 1000;1000 mg comp.x 10;MEDISOL;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOX-G;1000 mg comp.x 16;KLONAL S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;BIOLABSA 1000;1000 mg comp.x 16;LABSA;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;TRIFAMOX;1000 mg comp.x 16;BAGO S.A.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXOL 1000;1000 mg comp.x 16;PABLO CASSARA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;DARZITIL;1000 mg comp.x 16;FABRA S.R.L.;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC50, SC100, SC150;AMOXICILINA LAFEDAR;1000 mg comp.x 16;LAFEDAR;ANTIBIÓTICO;AMOXICILINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
